,0
287,0.97719085
288,0.060319256
289,0.14130776
290,0.62260294
291,0.5853223
292,0.4058293
293,0.62554467
294,0.0900275
295,0.3493501
296,0.8711955
297,0.9662271
298,0.033965692
299,0.68905735
300,0.14394732
301,0.029857878
302,0.40455788
303,0.49380544
304,0.49936306
305,0.62845814
306,0.6510201
307,0.3015291
308,0.69697016
309,0.45582
310,0.9068939
311,0.9469236
312,0.21001837
313,0.6789115
314,0.06426527
315,0.01310419
316,0.3067992
317,0.41632614
318,0.6555164
319,0.5029011
320,0.8575599
321,0.9105432
322,0.6456268
323,0.40127125
324,0.4726374
325,0.6036523
326,0.6544438
327,0.17193663
328,0.043182198
329,0.4321363
330,0.49995312
331,0.22412996
332,0.90580016
333,0.22825356
334,0.3002699
335,0.8771172
336,0.51443905
337,0.2837958
338,0.80890524
339,0.9576757
340,0.095629625
341,0.26772627
342,0.27748883
343,0.5329372
344,0.90942234
345,0.98626477
346,0.7150355
347,0.015712203
348,0.20509149
349,0.10873137
350,0.73518074
351,0.79155433
352,0.643198
353,0.04172416
354,0.25420767
355,0.80224365
356,0.73301977
357,0.12593326
358,0.9902536
359,0.53927684
360,0.93157476
361,0.2941705
362,0.7965714
363,0.33702254
364,0.6376022
365,0.95843834
366,0.806989
367,0.88644576
368,0.81881577
369,0.13620079
370,0.53006613
371,0.25793427
372,0.59333944
373,0.8110515
374,0.6817558
375,0.91805327
376,0.0733612
377,0.28594667
378,0.47218078
379,0.4662881
380,0.5015515
381,0.7388181
382,0.16369773
383,0.020866701
384,0.96060014
385,0.6091437
386,0.25383267
387,0.7104231
388,0.92354363
389,0.08899492
390,0.5669507
391,0.94669133
392,0.95596945
393,0.9800874
394,0.9637677
395,0.07291813
396,0.16090104
397,0.16210265
398,0.9860371
399,0.024540866
400,0.38066012
401,0.919585
402,0.30592784
403,0.9666021
404,0.5376306
405,0.36558247
406,0.033965692
407,0.3571308
408,0.032431994
409,0.38923523
410,0.78667307
411,0.41423956
412,0.81808597
413,0.026255392
414,0.9949398
415,0.033965692
416,0.6989867
417,0.19858058
418,0.9244096
419,0.8014377
420,0.88484335
421,0.5623823
422,0.21971484
423,0.65572035
424,0.75227743
425,0.96996766
426,0.25557354
427,0.099511094
428,0.57594955
429,0.589865
430,0.42442572
431,0.86536014
432,0.18662596
433,0.7261956
434,0.86627495
435,0.41366324
436,0.6154108
437,0.33432165
438,0.8890087
439,0.033965692
440,0.9811538
441,0.75553566
442,0.1687907
443,0.42478257
444,0.006286708
445,0.50649697
446,0.19394681
447,0.6262571
448,0.6387335
449,0.8166307
450,0.9428594
451,0.91905296
452,0.27639404
453,0.9458715
454,0.12278021
455,0.57325494
456,0.3253547
457,0.22003391
458,0.2799392
459,0.016643815
460,0.13429862
461,0.32484496
462,0.80386686
463,0.28541714
464,0.47858676
465,0.49810353
466,0.75935364
467,0.24553591
468,0.2390574
469,0.6288118
470,0.16627485
471,0.5889506
472,0.13029169
473,0.6915831
474,0.2754969
475,0.1324094
476,0.16675271
477,0.16919617
478,0.74348253
479,0.40591457
480,0.5003594
481,0.98663867
482,0.8846127
483,0.59056336
484,0.06748899
485,0.45890287
486,0.9859531
487,0.30276513
488,0.051381312
489,0.9697722
490,0.5698836
491,0.45195177
492,0.920219
493,0.03337348
494,0.8156051
495,0.34383702
496,0.32682285
497,0.6574272
498,0.27885658
499,0.9914322
500,0.33169314
501,0.21201076
502,0.3487738
503,0.5436095
504,0.019332426
505,0.17855147
506,0.41274238
507,0.87869716
508,0.21945877
509,0.02240848
510,0.4567052
511,0.69494915
512,0.6874665
513,0.33335435
514,0.3755526
515,0.25261047
516,0.11921668
517,0.033965692
518,0.9175445
519,0.110622786
520,0.69678146
521,0.7137716
522,0.7126589
523,0.42231533
524,0.54035795
525,0.04581376
526,0.46968243
527,0.24791281
528,0.67591846
529,0.8418893
530,0.98105454
531,0.11049418
532,0.32202527
533,0.057579406
534,0.71766025
535,0.90452117
536,0.6153004
537,0.39013264
538,0.51801
539,0.8330363
540,0.6948373
541,0.7050836
542,0.8848543
543,0.06158248
544,0.68868256
545,0.89391565
546,0.45372316
547,0.016489575
548,0.9614106
549,0.1540976
550,0.45038912
551,0.9278785
552,0.97230816
553,0.025430107
554,0.14682369
555,0.63732016
556,0.79439074
557,0.9336322
558,0.19615595
559,0.20055407
560,0.24322633
561,0.45041946
562,0.97266465
563,0.81246847
564,0.2080599
565,0.3367525
566,0.60166514
567,0.3050177
568,0.7508725
569,0.10230109
570,0.06422619
571,0.7807398
572,0.58280474
573,0.033965692
574,0.42943823
575,0.41973174
576,0.31586
577,0.29956585
578,0.2103761
579,0.6068213
580,0.58019227
581,0.056867436
582,0.6245644
583,0.96405876
584,0.594412
585,0.95655507
586,0.19280446
587,0.24624078
588,0.8762047
589,0.29484332
590,0.90426767
591,0.10719131
592,0.85146874
593,0.17830935
594,0.05016538
595,0.65110177
596,0.36665025
597,0.69119614
598,0.64472586
599,0.26913986
600,0.6717246
601,0.5184745
602,0.879127
603,0.03988292
604,0.22842227
605,0.06799451
606,0.9784491
607,0.04494146
608,0.3933431
609,0.4128047
610,0.38410032
611,0.95108956
612,0.36843976
613,0.69004834
614,0.5258476
615,0.7561337
616,0.86767304
617,0.12646712
618,0.18244097
619,0.93011814
620,0.8467927
621,0.12494359
622,0.48547143
623,0.04508715
624,0.033965692
625,0.7662261
626,0.8553251
627,0.8919149
628,0.05916334
629,0.99005777
630,0.7104181
631,0.0338112
632,0.9439587
633,0.4378499
634,0.020272866
635,0.2071327
636,0.9038222
637,0.4069617
638,0.5142699
639,0.13227834
640,0.8665799
641,0.944239
642,0.3706348
643,0.7555526
644,0.94089335
645,0.042432707
646,0.22489461
647,0.7971942
648,0.18475722
649,0.7660807
650,0.9728568
651,0.016251978
652,0.17967261
653,0.96694195
654,0.34572038
655,0.7626321
656,0.2083829
657,0.13429195
658,0.6099866
659,0.21953134
660,0.033965692
661,0.32498786
662,0.9400921
663,0.7660131
664,0.5275443
665,0.19131632
666,0.04894434
667,0.6424412
668,0.73323435
669,0.8327403
670,0.25452635
671,0.5966394
672,0.09839809
673,0.19763644
674,0.9326685
675,0.47324675
676,0.3098451
677,0.5674939
678,0.8646637
679,0.6815857
680,0.2677314
681,0.33428612
682,0.6050905
683,0.5617108
684,0.8061406
685,0.4841151
686,0.98515606
687,0.033965692
688,0.6369279
689,0.48141065
690,0.3221392
691,0.56960166
692,0.9874808
693,0.20555218
694,0.641135
695,0.6766336
696,0.6996259
697,0.835522
698,0.23826355
699,0.08058396
700,0.7507739
701,0.8804903
702,0.5789816
703,0.7805408
704,0.37027326
705,0.9587397
706,0.35852018
707,0.25959778
708,0.47090214
709,0.033965692
710,0.9814446
711,0.2436308
712,0.017242178
713,0.9514227
714,0.26562366
715,0.94833124
716,0.59444475
717,0.09779042
718,0.11834679
719,0.70929736
720,0.26316547
721,0.18052231
722,0.6373522
723,0.72268975
724,0.25187632
725,0.13240322
726,0.18894951
727,0.007726901
728,0.28107175
729,0.9344127
730,0.48503476
731,0.16289736
732,0.17350426
733,0.9478527
734,0.96567595
735,0.7245771
736,0.9257719
737,0.69179386
738,0.4692264
739,0.69683313
740,0.86258745
741,0.8798192
742,0.9291019
743,0.6625424
744,0.027269501
745,0.9211262
746,0.12913094
747,0.9503273
748,0.3035993
749,0.6821894
750,0.59980065
751,0.06275835
752,0.7627745
753,0.52056104
754,0.24909
755,0.5539506
756,0.8819001
757,0.61448455
758,0.5414328
759,0.83311826
760,0.09653647
761,0.21804425
762,0.6241993
763,0.9960294
764,0.9524447
765,0.6992143
766,0.11617059
767,0.82985014
768,0.37640458
769,0.44865766
770,0.2868159
771,0.20182966
772,0.04474974
773,0.89124036
774,0.22915503
775,0.46867952
776,0.045390613
777,0.24493165
778,0.9393053
779,0.41487923
780,0.85575837
781,0.6827461
782,0.89703804
783,0.6950831
784,0.8714017
785,0.80176365
786,0.050581224
787,0.28432035
788,0.16313025
789,0.20936483
790,0.97072846
791,0.21778506
792,0.33351988
793,0.7677038
794,0.5671467
795,0.87545246
796,0.7918798
797,0.4388781
798,0.57895684
799,0.18603238
800,0.88278484
801,0.9450046
802,0.5770967
803,0.7769934
804,0.033965692
805,0.28144974
806,0.9255274
807,0.9895383
808,0.56350803
809,0.69806725
810,0.85153943
811,0.9863538
812,0.8696773
813,0.3727562
814,0.07987869
815,0.9961016
816,0.55404633
817,0.4736184
818,0.8359144
819,0.8382986
820,0.5569766
821,0.92857814
822,0.97030354
823,0.8132036
824,0.39763722
825,0.025385773
826,0.8527688
827,0.80135584
828,0.44871724
829,0.1882924
830,0.6058157
831,0.22048247
832,0.24841972
833,0.008091457
834,0.6402182
835,0.02707503
836,0.39076102
837,0.16536176
838,0.7904962
839,0.033965692
840,0.7652806
841,0.35006195
842,0.6456281
843,0.88042045
844,0.3291632
845,0.81929404
846,0.84974
847,0.9430038
848,0.038158335
849,0.025904905
850,0.30300564
851,0.26233935
852,0.5750691
853,0.14569496
854,0.4607013
855,0.8894223
856,0.03354436
857,0.601388
858,0.93220925
859,0.49770647
860,0.20477572
861,0.0710482
862,0.5387517
863,0.9280076
864,0.9288949
865,0.12056656
866,0.51765347
867,0.9323089
868,0.25749397
869,0.011732426
870,0.86507225
871,0.08229647
872,0.65223104
873,0.90740275
874,0.033965692
875,0.2794814
876,0.10856756
877,0.18907942
878,0.26762444
879,0.7893055
880,0.9389821
881,0.85461503
882,0.5821309
883,0.5260773
884,0.4695347
885,0.29594842
886,0.57997
887,0.3467404
888,0.88821536
889,0.9135579
890,0.9239667
891,0.5278867
892,0.4531882
893,0.24092185
894,0.04412108
895,0.52425003
896,0.349307
897,0.27930585
898,0.6342686
899,0.8217886
900,0.96320045
901,0.060559064
902,0.7787638
903,0.8535304
904,0.26152295
905,0.27452317
906,0.28449762
907,0.23321782
908,0.35924622
909,0.27430958
910,0.5904886
911,0.05639635
912,0.47626278
913,0.28581142
914,0.962497
915,0.21121527
916,0.94916725
917,0.16053143
918,0.64872164
919,0.91832453
920,0.29448196
921,0.45713645
922,0.31228924
923,0.20724012
924,0.42998594
925,0.9590184
926,0.4681121
927,0.030308591
928,0.27026206
929,0.590728
930,0.26760784
931,0.0773737
932,0.45956874
933,0.06317277
934,0.87088853
935,0.6794556
936,0.5995186
937,0.976109
938,0.080063835
939,0.18850338
940,0.7637288
941,0.26265016
942,0.18746884
943,0.0734662
944,0.41534534
945,0.7898272
946,0.11977351
947,0.13797092
948,0.40678146
949,0.9572435
950,0.75375235
951,0.50891674
952,0.7773521
953,0.2367719
954,0.14654621
955,0.8731777
956,0.4372027
957,0.3523381
958,0.37892702
959,0.8194431
960,0.6560627
961,0.97455555
962,0.010400872
963,0.057724636
964,0.9742924
965,0.18141414
966,0.11105925
967,0.23728324
968,0.90058357
969,0.40366712
970,0.52268016
971,0.8432045
972,0.8795895
973,0.33424544
974,0.7300917
975,0.238718
976,0.6954013
977,0.69402874
978,0.45953846
979,0.083404854
980,0.004371718
981,0.9252024
982,0.9256644
983,0.6023973
984,0.13470228
985,0.29159123
986,0.36228463
987,0.38615093
988,0.40411928
989,0.9548601
990,0.5824958
991,0.54327416
992,0.20606066
993,0.6367004
994,0.5958824
995,0.89257735
996,0.18369965
997,0.080781214
998,0.11181061
999,0.5879578
1000,0.2804174
1001,0.34610406
1002,0.92151904
1003,0.004148323
1004,0.21407238
1005,0.2073986
1006,0.823389
1007,0.4998589
1008,0.7394767
1009,0.6937673
1010,0.6340055
1011,0.24697386
1012,0.8944045
1013,0.82183355
1014,0.9539437
1015,0.5533346
1016,0.32674977
1017,0.9930623
1018,0.933429
1019,0.48451898
1020,0.19609457
1021,0.7130927
1022,0.15553617
1023,0.7722954
1024,0.2700887
1025,0.9098727
1026,0.9371205
1027,0.53085726
1028,0.9632314
1029,0.8461213
1030,0.5441731
1031,0.8488697
1032,0.027100408
1033,0.31333706
1034,0.13068923
1035,0.08229647
1036,0.27288726
1037,0.6893684
1038,0.59586465
1039,0.9780523
1040,0.09613449
1041,0.34918296
1042,0.06487898
1043,0.36156473
1044,0.6969136
1045,0.7756262
1046,0.8715146
1047,0.10839901
1048,0.086569846
1049,0.49639
1050,0.9722631
1051,0.8260827
1052,0.12014987
1053,0.4569755
1054,0.38553607
1055,0.1981903
1056,0.34470823
1057,0.96408457
1058,0.06202905
1059,0.4241146
1060,0.28949043
1061,0.33559492
1062,0.035288252
1063,0.90655684
1064,0.66767955
1065,0.51466274
1066,0.4122231
1067,0.5016504
1068,0.6220982
1069,0.85701513
1070,0.2973716
1071,0.9601963
1072,0.89979416
1073,0.7323416
1074,0.92448556
1075,0.68521553
1076,0.23658708
1077,0.05988029
1078,0.8444356
1079,0.07113921
1080,0.06689032
1081,0.8741302
1082,0.391367
1083,0.96913147
1084,0.5482154
1085,0.9228553
1086,0.36494422
1087,0.9751462
1088,0.11984414
1089,0.7555953
1090,0.13225925
1091,0.61898416
1092,0.056442082
1093,0.15471949
1094,0.06369941
1095,0.1755508
1096,0.9372002
1097,0.07183448
1098,0.7572414
1099,0.7209735
1100,0.064915136
1101,0.78317744
1102,0.6939186
1103,0.37317657
1104,0.85944945
1105,0.9294891
1106,0.42905775
1107,0.50568813
1108,0.6654265
1109,0.34662938
1110,0.6880085
1111,0.8546305
1112,0.100431114
1113,0.8213526
1114,0.1109006
1115,0.93223786
1116,0.22503348
1117,0.4186572
1118,0.44798952
1119,0.11939511
1120,0.37324196
1121,0.56563103
1122,0.42689762
1123,0.11195781
1124,0.89234567
1125,0.65397227
1126,0.30857742
1127,0.06373111
1128,0.12981673
1129,0.38584262
1130,0.7282572
1131,0.7016746
1132,0.15459773
1133,0.872007
1134,0.4119689
1135,0.39287534
1136,0.9264028
1137,0.16313255
1138,0.9622362
1139,0.5708239
1140,0.12340549
1141,0.30749658
1142,0.27559143
1143,0.35298952
1144,0.09379138
1145,0.89848065
1146,0.10450813
1147,0.033965692
1148,0.83180916
1149,0.6894786
1150,0.7053295
1151,0.14272197
1152,0.058585074
1153,0.9747764
1154,0.52983326
1155,0.17857641
1156,0.09931275
1157,0.2809394
1158,0.26693213
1159,0.9052641
1160,0.98210824
1161,0.6885315
1162,0.64802074
1163,0.033965692
1164,0.13225566
1165,0.78313553
1166,0.3293583
1167,0.26157212
1168,0.17966574
1169,0.7360511
1170,0.40288278
1171,0.11234739
1172,0.3329615
1173,0.80779624
1174,0.6967935
1175,0.6209468
1176,0.56996983
1177,0.743521
1178,0.0055619148
1179,0.73883754
1180,0.9527978
1181,0.12895197
1182,0.13942927
1183,0.3985489
1184,0.5501719
1185,0.7115554
1186,0.4463656
1187,0.38855532
1188,0.54058963
1189,0.3056708
1190,0.2942615
1191,0.9537602
1192,0.43677726
1193,0.98615634
1194,0.06629775
1195,0.07979926
1196,0.19112833
1197,0.0941166
1198,0.35342827
1199,0.9441304
1200,0.3262629
1201,0.16409974
1202,0.13734026
1203,0.276946
1204,0.9291244
1205,0.6834938
1206,0.91249484
1207,0.27409816
1208,0.7129568
1209,0.38819778
1210,0.33690605
1211,0.3485588
1212,0.731648
1213,0.29702654
1214,0.81148297
1215,0.24057482
1216,0.25806805
1217,0.5811794
1218,0.068777956
1219,0.9625164
1220,0.31478292
1221,0.91359586
1222,0.4782216
1223,0.9499658
1224,0.948286
1225,0.5169613
1226,0.3057398
1227,0.019811042
1228,0.010933073
1229,0.79649085
1230,0.089377925
1231,0.051258516
1232,0.8355535
1233,0.9594266
1234,0.68661875
1235,0.5912891
1236,0.31516466
1237,0.6401731
1238,0.22838949
1239,0.14799312
1240,0.62419057
1241,0.2666306
1242,0.77854145
1243,0.42020348
1244,0.15458718
1245,0.25484622
1246,0.11117513
1247,0.94404626
1248,0.4413429
1249,0.84617615
1250,0.116883375
1251,0.16437858
1252,0.06180522
1253,0.81940615
1254,0.7579638
1255,0.8219412
1256,0.90850544
1257,0.31573334
1258,0.98947597
1259,0.6887983
1260,0.51064366
1261,0.4129352
1262,0.9741968
1263,0.47270977
1264,0.57113236
1265,0.18002497
1266,0.6789313
1267,0.016499477
1268,0.75221413
1269,0.6569004
1270,0.042409413
1271,0.7771591
1272,0.51719165
1273,0.79478246
1274,0.82277983
1275,0.67176676
1276,0.93804467
1277,0.32523087
1278,0.76943994
1279,0.3212669
1280,0.1334748
1281,0.7209585
1282,0.9534842
1283,0.7580068
1284,0.97858775
1285,0.40367737
1286,0.45079723
1287,0.9658138
1288,0.7327105
1289,0.7523797
1290,0.84740525
1291,0.95772666
1292,0.2987241
1293,0.94408673
1294,0.9891292
1295,0.4805123
1296,0.5483174
1297,0.4637902
1298,0.033965692
1299,0.5090712
1300,0.42376375
1301,0.71811754
1302,0.49091867
1303,0.9563324
1304,0.07957583
1305,0.9079924
1306,0.7257927
1307,0.5241304
1308,0.59079003
1309,0.8445594
1310,0.9594922
1311,0.5237507
1312,0.15672657
1313,0.4988157
1314,0.45544633
1315,0.18752599
1316,0.67481166
1317,0.033965692
1318,0.36907974
1319,0.45109215
1320,0.19218336
1321,0.39549297
1322,0.72336996
1323,0.9372879
1324,0.85382265
1325,0.35136738
1326,0.36578444
1327,0.5196819
1328,0.8069888
1329,0.9681018
1330,0.74104196
1331,0.72586894
1332,0.017654434
1333,0.9589955
1334,0.09293879
1335,0.96788734
1336,0.12260017
1337,0.3062998
1338,0.120936
1339,0.41791138
1340,0.23725703
1341,0.2668306
1342,0.9472608
1343,0.063254535
1344,0.54576325
1345,0.18377264
1346,0.56339246
1347,0.61735636
1348,0.23288289
1349,0.9661124
1350,0.40097216
1351,0.28044474
1352,0.56459326
1353,0.9767518
1354,0.03994596
1355,0.91303694
1356,0.9673556
1357,0.2753759
1358,0.9927206
1359,0.5799917
1360,0.9583771
1361,0.33878404
1362,0.3413561
1363,0.9257092
1364,0.911413
1365,0.23504946
1366,0.74511224
1367,0.05739238
1368,0.4377922
1369,0.7441531
1370,0.77954787
1371,0.9368349
1372,0.52629876
1373,0.06519184
1374,0.92705464
1375,0.2564673
1376,0.17829508
1377,0.31435683
1378,0.944647
1379,0.023125332
1380,0.64175004
1381,0.6356437
1382,0.32547253
1383,0.0881994
1384,0.37672433
1385,0.2531749
1386,0.43898842
1387,0.112421215
1388,0.43598825
1389,0.90155804
1390,0.0913674
1391,0.3546688
1392,0.07719253
1393,0.38308176
1394,0.16863526
1395,0.31298596
1396,0.6709916
1397,0.968779
1398,0.31261176
1399,0.95901346
1400,0.58576095
1401,0.9371754
1402,0.42260668
1403,0.11141531
1404,0.8292684
1405,0.5327616
1406,0.35700396
1407,0.30076122
1408,0.21848959
1409,0.45312387
1410,0.38069144
1411,0.66305506
1412,0.64734894
1413,0.93751156
1414,0.17993331
1415,0.1713317
1416,0.6286336
1417,0.8476615
1418,0.35486415
1419,0.63185316
1420,0.17879786
1421,0.8215869
1422,0.3142458
1423,0.4633932
1424,0.94826776
1425,0.96348786
1426,0.88909435
1427,0.39544797
1428,0.2608049
1429,0.44114816
1430,0.20120825
1431,0.96643484
1432,0.3737042
1433,0.84554243
1434,0.4427715
1435,0.7314177
1436,0.13080461
1437,0.8838751
1438,0.9936366
1439,0.49821267
1440,0.3690569
1441,0.4936701
1442,0.36665788
1443,0.95172817
1444,0.7146159
1445,0.7105127
1446,0.6989404
1447,0.65167695
1448,0.40879986
1449,0.74636465
1450,0.075329095
1451,0.5992703
1452,0.4046278
1453,0.58680534
1454,0.92643994
1455,0.86255544
1456,0.5468618
1457,0.9321611
1458,0.06299242
1459,0.17002635
1460,0.19449568
1461,0.8923234
1462,0.5320965
1463,0.6858443
1464,0.033965692
1465,0.48766604
1466,0.1014251
1467,0.37640792
1468,0.4082466
1469,0.4703835
1470,0.9625287
1471,0.6044209
1472,0.41690254
1473,0.70359993
1474,0.07274311
1475,0.90648913
1476,0.6142104
1477,0.8638047
1478,0.33523363
1479,0.22886401
1480,0.9662616
1481,0.8900582
1482,0.89479643
1483,0.36998287
1484,0.96823156
1485,0.43589315
1486,0.4947921
1487,0.47523278
1488,0.040374897
1489,0.9137268
1490,0.38806248
1491,0.8340489
1492,0.7246697
1493,0.4873888
1494,0.6167637
1495,0.65230334
1496,0.60771537
1497,0.93109924
1498,0.9697972
1499,0.96634334
1500,0.29147825
1501,0.7475725
1502,0.033965692
1503,0.7661784
1504,0.6935086
1505,0.8334545
1506,0.528395
1507,0.79662365
1508,0.033965692
1509,0.17383893
1510,0.5860979
1511,0.77628887
1512,0.89420605
1513,0.30780378
1514,0.0222161
1515,0.774077
1516,0.95814484
1517,0.033965692
1518,0.32462
1519,0.79296136
1520,0.7687555
1521,0.98940176
1522,0.90135306
1523,0.7612128
1524,0.2665831
1525,0.039325546
1526,0.9423309
1527,0.021397902
1528,0.92728287
1529,0.9582456
1530,0.31471917
1531,0.5673647
1532,0.47399428
1533,0.9291603
1534,0.100084394
1535,0.47599506
1536,0.48507795
1537,0.035384547
1538,0.22854756
1539,0.93698496
1540,0.032755576
1541,0.79766846
1542,0.7487067
1543,0.33251578
1544,0.9717894
1545,0.52024794
1546,0.86415523
1547,0.838411
1548,0.09429368
1549,0.1436263
1550,0.51603204
1551,0.9354638
1552,0.033965692
1553,0.7710506
1554,0.9288529
1555,0.15953311
1556,0.6908834
1557,0.81940204
1558,0.77553374
1559,0.5239179
1560,0.3719773
1561,0.8967745
1562,0.5204767
1563,0.058917347
1564,0.2981372
1565,0.88942003
1566,0.42814887
1567,0.10434215
1568,0.842753
1569,0.04178978
1570,0.29404
1571,0.85945266
1572,0.119545616
1573,0.61561763
1574,0.20473826
1575,0.45768607
1576,0.560201
1577,0.18288752
1578,0.20727323
1579,0.6899163
1580,0.28706002
1581,0.4655188
1582,0.124787815
1583,0.60957915
1584,0.5352344
1585,0.70126265
1586,0.983177
1587,0.030525235
1588,0.8270778
1589,0.32488674
1590,0.43617076
1591,0.012794736
1592,0.49621242
1593,0.033965692
1594,0.72999346
1595,0.122496635
1596,0.60348934
1597,0.6760205
1598,0.7983696
1599,0.28096753
1600,0.5971045
1601,0.35618713
1602,0.27715442
1603,0.84679705
1604,0.46997076
1605,0.9638187
1606,0.021902798
1607,0.9760734
1608,0.22677031
1609,0.69056535
1610,0.024047444
1611,0.64011496
1612,0.03404835
1613,0.024458308
1614,0.6935133
1615,0.15669036
1616,0.72938305
1617,0.4036879
1618,0.33137727
1619,0.16961686
1620,0.22973105
1621,0.94886863
1622,0.5429149
1623,0.6268605
1624,0.5842104
1625,0.023764465
1626,0.4917733
1627,0.35442883
1628,0.64066815
1629,0.37645125
1630,0.040159285
1631,0.73922426
1632,0.38783023
1633,0.44530755
1634,0.55695826
1635,0.060865052
1636,0.90759397
1637,0.59228534
1638,0.8347979
1639,0.6011518
1640,0.29980144
1641,0.43735892
1642,0.8723603
1643,0.06774094
1644,0.90260375
1645,0.7343256
1646,0.4697286
1647,0.07833664
1648,0.20607531
1649,0.44033387
1650,0.13025774
1651,0.3803658
1652,0.08902164
1653,0.9103697
1654,0.11308282
1655,0.05944467
1656,0.21617945
1657,0.07326813
1658,0.050235394
1659,0.591125
1660,0.024328468
1661,0.118529774
1662,0.30906647
1663,0.9479247
1664,0.033965692
1665,0.5669495
1666,0.63402236
1667,0.47422943
1668,0.033965692
1669,0.030892767
1670,0.7306842
